Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.195793702743451,-0.264530831964764,-0.246379775136269,-0.344377541720557,-0.292818169180249,-0.215712602911711,-0.216242123494189,-0.222096980122158,-0.109711210219598
2,0,-0.157512018740594,-0.188198880722105,-0.215788469318586,-0.287135391226345,-0.285694167327896,-0.156349685984651,-0.186379110690929,-0.187608200073662,-0.0759130753424538
3,0,-0.161538234908425,-0.182419118233131,-0.193365202235953,-0.281723148197267,-0.273345644799713,-0.150358916208616,-0.186871954787045,-0.171577921331756,-0.0326453229042212
4,0,-0.095898012450758,-0.231549230173195,-0.223363592153088,-0.316609974894173,-0.273988328098584,-0.201491722187793,-0.159025071619563,-0.21849799754555,-0.173190000949013
5,0,-0.182534547776651,-0.227700553866644,-0.217012781233295,-0.315359432023663,-0.306487246393208,-0.24514931731414,-0.280891624295,-0.22954911852211,-0.218804544321239
6,0,-0.0942027956697283,-0.119734148432867,-0.135661979484548,-0.232527512737206,-0.295175525071541,-0.129335629220475,-0.198123527665027,-0.167887255700862,-0.0947789508756761
7,0,-0.179561295077391,-0.242170884170495,-0.22830766796537,-0.317477320562239,-0.282268325771283,-0.26263709073479,-0.265593924123645,-0.22453046412539,-0.218087427280504
8,0,-0.250405731734192,-0.253953800773256,-0.220073616834324,-0.320612392450276,-0.290361210369341,-0.301455993420245,-0.32401303591814,-0.22274062816833,-0.207817324269673
9,0,-0.171807526751504,-0.184702121768198,-0.223417557022519,-0.290412436931405,-0.277955662474246,-0.156516812691885,-0.165403593863709,-0.177430012460696,-0.0552166042858496
10,0,-0.107011029093371,-0.14789878385957,-0.206558694610979,-0.261184916017389,-0.26574051916875,-0.124653205316897,-0.103999702934813,-0.151807858259393,-0.0473093758308096
11,0,-0.0960791987055806,-0.124499247387108,-0.175232926912777,-0.239010188171111,-0.265747066803836,-0.120986168109123,-0.149022629707666,-0.145952571770469,-0.0740855087971473
12,0,-0.116979872074578,-0.192119659188071,-0.210880581376825,-0.293619803928999,-0.272187495103493,-0.157181307359269,-0.112826382308848,-0.177146621756633,-0.0706659281526019
13,0,-0.119320313883873,-0.190620179686471,-0.226664453400437,-0.289978611856137,-0.26799698135506,-0.164725964542594,-0.102908582705475,-0.166566331195976,-0.0810823639999925
14,0,-0.106629409938049,-0.207072819468313,-0.234507275381295,-0.296043847208893,-0.273498309382446,-0.183304240142766,-0.128657229699376,-0.188738839588486,-0.131539017766582
15,0,-0.148969167368016,-0.169695064311958,-0.19585491269277,-0.271903566088396,-0.258767045760227,-0.145324443623951,-0.168293521202185,-0.156339315121946,-0.0383386153816462
