Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0303410541727402,-0.10606652851172,-0.135103531317421,-0.199536186761992,-0.147570824239921,-0.165838942780807,-0.141150128280357,-0.108939634707619,-0.0598246576814322
2,0,-0.0217849880308257,-0.0923907201590842,-0.1150307605109,-0.181085157764353,-0.122350916009085,-0.140426540490824,-0.113584966314697,-0.086271587941646,-0.0597710170023429
3,0,-0.0281996235629911,-0.0944352442601841,-0.119506361825351,-0.188558656955464,-0.127675525258402,-0.149071054943024,-0.1214688339503,-0.0945952621283846,-0.0561763522299117
4,0,-0.0156104410418995,-0.126729103909504,-0.144648100455542,-0.219096356320834,-0.151570231405047,-0.167741685344176,-0.139439250215633,-0.106936358067686,-0.0713089356682104
5,0,-0.023678584679424,-0.108668319120499,-0.126154323958958,-0.195427993205389,-0.135828025193867,-0.146395068513789,-0.123492770331077,-0.0988324758719116,-0.0683426503592682
6,0,-0.0252861595068987,-0.135028616429601,-0.152530804208967,-0.224128513218299,-0.163939515643158,-0.170839795714178,-0.14969981650148,-0.118922547579123,-0.0789118078620523
7,0,-0.0284642127850803,-0.104808303947093,-0.130240669381373,-0.203848280526917,-0.138494511518533,-0.161192767063247,-0.133605623978344,-0.10753586266992,-0.0574770921779849
8,0,-0.0258956396116072,-0.0941540420191754,-0.114350736901848,-0.19352366168239,-0.119008063591218,-0.144978057503785,-0.113777609151764,-0.0937366036273302,-0.0534595914513686
9,0,-0.0289520206521885,-0.096421388065613,-0.110669167228367,-0.195238534371882,-0.118678835300501,-0.134544860612024,-0.116682958560112,-0.105556079738817,-0.0638165405821659
10,0,-0.0276244198167079,-0.111292758866205,-0.127597493370054,-0.210504658950579,-0.135933187964871,-0.14691373916099,-0.131364573932042,-0.111811343625446,-0.0737755696847283
11,0,-0.0235027466708966,-0.141295382615705,-0.156820654027893,-0.234992611767845,-0.168690612598334,-0.177611511221083,-0.157826534973534,-0.124139184531874,-0.0798383177452708
12,0,-0.0376917792355609,-0.141816039074935,-0.159783064377538,-0.231345476899157,-0.176170645511352,-0.175240972558451,-0.162114427441251,-0.129403192299477,-0.0878625135935895
13,0,-0.0266369955407646,-0.103955622963833,-0.124373383482578,-0.208692383413721,-0.129818549871812,-0.156372269172917,-0.125242274178829,-0.106844273383435,-0.0550777678533279
14,0,-0.0284433469835756,-0.0922063817059047,-0.0990213272227837,-0.189458117376333,-0.103791841451461,-0.12930053524165,-0.100464019112607,-0.0975342812188328,-0.0489059449117345
15,0,-0.0251085809398969,-0.0952660241991116,-0.104055228387766,-0.197519172702161,-0.109305888791254,-0.130596735139575,-0.108803714243421,-0.102917092766291,-0.0592262199176778
16,0,-0.0287183367894821,-0.0936147456582701,-0.101993950320493,-0.19565852228154,-0.106989650227325,-0.122323950119072,-0.107911351097216,-0.104659957978262,-0.0657928768989632
17,0,-0.0339087071030721,-0.101462542792146,-0.113394774234762,-0.202559491712404,-0.120409070083557,-0.130662684872651,-0.120931964770405,-0.114555302978617,-0.0727321799113065
18,0,-0.036048733782806,-0.135976837398662,-0.151786362277541,-0.233936546957731,-0.168346808390187,-0.170500437559646,-0.158021890276586,-0.124589487194002,-0.0849466799918588
19,0,-0.0420641900143688,-0.145564565977619,-0.164001331815957,-0.236349813332138,-0.18385581139036,-0.180855082421031,-0.169375158895864,-0.13195733358055,-0.0909223798417057
20,0,-0.0356513955563778,-0.11035140869673,-0.112506319929413,-0.208520735495155,-0.136596628597228,-0.152030359615157,-0.121868187732888,-0.138346481187723,-0.0640715827917027
21,0,-0.0246411840147882,-0.0996373333748309,-0.0927764315275358,-0.195312855355042,-0.104866645235131,-0.128850141495523,-0.0954066362986191,-0.10920693901068,-0.051127930886936
22,0,-0.0300033693194677,-0.100588921932015,-0.106632049784447,-0.2064524895193,-0.11956027487953,-0.137039456681354,-0.113162927245886,-0.121015507506994,-0.0662714564852912
23,0,-0.0282732180917228,-0.0993865043922164,-0.106193538702783,-0.202562412680772,-0.110558404343115,-0.12665212997978,-0.112225487092493,-0.11011938730784,-0.0665709024167651
24,0,-0.0337298924102215,-0.107591654981191,-0.118130202843762,-0.209411672216858,-0.124247909933395,-0.135286875900109,-0.126039410239376,-0.120345900415355,-0.0740861405726656
25,0,-0.0358172836413098,-0.140098139518953,-0.153595494013342,-0.237625371567652,-0.171578042210117,-0.173748391936316,-0.160880891237233,-0.127738620850923,-0.0844136277164078
26,0,-0.042258068432182,-0.150217407557082,-0.166554055343815,-0.240093529019361,-0.187616051276367,-0.184549772012937,-0.173168472313256,-0.135638906836129,-0.0912069961465116
27,0,-0.0340876496310035,-0.113217093582644,-0.11603506704582,-0.215071297571241,-0.134412490189987,-0.152386979440278,-0.122665335076153,-0.138006326626877,-0.0615505226395333
28,0,-0.0366607461873034,-0.110152826941386,-0.120301289112038,-0.215655961557909,-0.127389539025885,-0.143977494171003,-0.130284193191774,-0.130228972202284,-0.061914718118249
29,0,-0.0278534048966292,-0.105214117911241,-0.110239773481731,-0.20923421610857,-0.114660571261408,-0.131056754809359,-0.116813186423692,-0.115798457450797,-0.0675923566169603
30,0,-0.033549551946054,-0.113748038653131,-0.122690263092601,-0.21603638176488,-0.128603797207123,-0.139973388744132,-0.131387504639664,-0.126347764460926,-0.0756749630532784
31,0,-0.0397791813331855,-0.138057617426397,-0.159065727704659,-0.234275483968921,-0.189815989941197,-0.191464146285699,-0.165000906684366,-0.138122084953957,-0.0985206108944419
32,0,-0.0475760124936737,-0.142996906549402,-0.163874919560943,-0.232151017610541,-0.183931864553041,-0.182817831398161,-0.171446406618348,-0.146952084356755,-0.0999801314441365
33,0,-0.0372314978075139,-0.123542643536011,-0.127690579419721,-0.226722807906174,-0.151226020332818,-0.166214919629476,-0.136937491153501,-0.155063766301486,-0.0728739245794954
34,0,-0.026420778118793,-0.112945168576026,-0.108726817861376,-0.212458775747693,-0.121482819896345,-0.142684743632972,-0.111380684417662,-0.125344109389274,-0.0576200194838252
35,0,-0.0307518774399311,-0.118467429351863,-0.122653104316428,-0.21976085996726,-0.151312457821978,-0.165257583479068,-0.125446223766088,-0.148953738671316,-0.0916258284288232
36,0,-0.038397596574117,-0.12527181388836,-0.143472114206373,-0.223057377550535,-0.180102226186062,-0.187811451203706,-0.144935765767243,-0.155596908610582,-0.108126216429248
37,0,-0.0449378235364354,-0.131832384664403,-0.159069893039859,-0.224916122358447,-0.188191999546174,-0.190775766567018,-0.162269865134162,-0.148586185159433,-0.106987033717045
38,0,-0.0268643462891018,-0.120268725106656,-0.1173596798541,-0.217441136065773,-0.142361669865385,-0.158469792108562,-0.11778861653325,-0.141319739377878,-0.076635119639838
