Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0126126391946757,0.00119892323014303,-0.216471997062385,-0.24859712499843,-0.319834351544421,-0.363251044586261,-0.325752540780741,-0.32374589022716,-0.225749843304057
2,0,-0.0153032983766133,0.0261078992591852,-0.17051409667427,-0.197379553646449,-0.209342502428668,-0.316596754253759,-0.336034702567453,-0.286011392399343,-0.228590429444805
3,0,-0.00275201814495185,-0.00140470944719151,-0.224197820977015,-0.259571169144837,-0.336047478897114,-0.312077585033318,-0.254922531408818,-0.260333551808806,-0.186475482280378
4,0,-0.00339460935231262,0.0188901779740998,-0.201158880567524,-0.22854086503378,-0.30032556311864,-0.40919108636,-0.39148757202206,-0.390275939369059,-0.288798828257863
5,0,-0.0250777347000437,0.00854995737528785,-0.181086435671392,-0.209096988399305,-0.21821976041349,-0.339141668686651,-0.365121852957227,-0.294703975752188,-0.22674352584987
6,0,-5.71291926333428e-05,-0.00343260359340414,-0.207447147665951,-0.236410160607932,-0.321324226288627,-0.450950351866801,-0.452174117332552,-0.433995144163313,-0.276343365491739
7,0,-0.0194092161762867,-0.00659305456923187,-0.191107901854371,-0.219885836123479,-0.241963676384239,-0.369055077016985,-0.388270697189837,-0.313215182918848,-0.231370704903286
8,0,0.00449655027967122,-0.00552892674972494,-0.196279646965828,-0.224681357726485,-0.264351663862305,-0.388358524708655,-0.378656129209521,-0.32262956547233,-0.236850758539618
9,0,0.0117861730945823,0.0125658204900188,-0.238789138792685,-0.275474421018714,-0.431069277728558,-0.437710722282169,-0.350406007970089,-0.400607632554849,-0.286189411202407
10,0,0.0118758375702299,0.0171955029561393,-0.213950892497173,-0.248276007919239,-0.351168555875359,-0.414415062357267,-0.360668415608936,-0.380519865832157,-0.276688978101799
11,0,0.0123964948439306,0.01541567835602,-0.188594339359367,-0.218998051927192,-0.275160639909447,-0.381390586485191,-0.366749926432041,-0.344684355689895,-0.252670534168517
12,0,-0.025993337493751,-0.0365539877951803,-0.232610293729795,-0.277415830015649,-0.330404043289106,-0.378067871772874,-0.340486900804659,-0.306961411132646,-0.180803712144844
13,0,-0.0170324301000495,-0.0111882758816243,-0.185534901909027,-0.220788170838133,-0.223101399520138,-0.314025225794565,-0.322064953868467,-0.273051259626359,-0.198609888207689
14,0,-0.0136001835386045,-0.000404253705753921,-0.191137743345431,-0.228436389259236,-0.248080560541068,-0.306074185570208,-0.298304092891606,-0.272866426812949,-0.192325210146912
15,0,-0.0176676491055132,-0.0234683470241681,-0.216423801168163,-0.255834880350075,-0.310225987043271,-0.409499051033633,-0.39604019521799,-0.351547728739151,-0.226711668932669
16,0,-0.021597610470582,-0.0299036974719785,-0.193191479354657,-0.229744336268803,-0.227862389133144,-0.331938729335864,-0.343488965027471,-0.27379685420197,-0.194115725437326
17,0,-0.0131488019075527,-0.0449447663839538,-0.219112519245287,-0.260945411773471,-0.331468935551426,-0.44555539937272,-0.450659623924361,-0.385191408088479,-0.217080177227958
18,0,-0.0139683266884034,-0.039993454345563,-0.199668618487226,-0.237579638214943,-0.24664473037495,-0.356645188534752,-0.361113456065927,-0.272988243290724,-0.186607917116369
19,0,-0.0208981595014553,-0.0714962987671526,-0.215327075726937,-0.262667724110352,-0.285927101976792,-0.385966248290441,-0.385394108655568,-0.295746207276876,-0.159351555549593
20,0,-0.000919496819237975,0.00738647401309711,-0.199750469403584,-0.239014873418672,-0.295942289020718,-0.371050228413754,-0.3427894743327,-0.317691571645118,-0.226941905676488
