Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0714750716360086,-0.0974136300996524,-0.181758057757239,-0.222860538418512,-0.188172707192668,-0.121159846533032,-0.111393850973063,-0.0348842847075596,-0.0125070324903424
2,0,-0.0608286347174877,-0.0909877940194435,-0.161934327053809,-0.206449446183912,-0.172908769676645,-0.11528662023843,-0.107798977959466,-0.0370400337404413,-0.0148532611100057
3,0,-0.0393217655164479,-0.0781878819731182,-0.147205143180141,-0.196259648529148,-0.172989567073109,-0.106975292864903,-0.0871610933396821,-0.0317605596497936,-0.00483388767932491
4,0,-0.0436189288255853,-0.105409979901468,-0.135048387988634,-0.191775318223229,-0.160308622235808,-0.108250663124329,-0.100840662745807,-0.0480993596930583,-0.0399922792865376
5,0,-0.02888136010345,-0.0838922919933272,-0.115703025713581,-0.172949422642738,-0.14989429082141,-0.0989630147444706,-0.0927678645089057,-0.0423332065574553,-0.0215600446134289
6,0,-0.0169251289001386,-0.0909743677511377,-0.0907607309586046,-0.151035840481061,-0.157008933930891,-0.0861154420882163,-0.0737571104249302,-0.0496055360480802,-0.0357814976849333
7,0,-0.0364291576880614,-0.0788678079422527,-0.147281543693086,-0.199214998764188,-0.174822638616694,-0.106866686459728,-0.0894989855611581,-0.0319476712228981,-0.00286169397156333
8,0,-0.0592910409870884,-0.0945120277233236,-0.179233320401309,-0.227843242452257,-0.186693199851134,-0.119097923859359,-0.100992622717935,-0.0306650530586522,-0.0127568638623131
9,0,-0.000148396246163807,-0.0938318972526931,-0.0846048649184488,-0.163051399228875,-0.153849551892274,-0.0858140198553442,-0.0646014301455013,-0.0498488039640806,-0.0372775779031129
10,0,-0.0587570043264158,-0.12159791030101,-0.142276847077364,-0.190493209298983,-0.177861644496835,-0.106646795824556,-0.0995079283575273,-0.0563533643903638,-0.050377563317851
11,0,-0.0678220938029731,-0.104568685181755,-0.194391829737192,-0.248854599733643,-0.194817031393997,-0.125554214705155,-0.10804539495684,-0.0310096674363259,-0.0182987772853317
12,0,-0.0459500455104309,-0.079095732243055,-0.163144393417157,-0.211611847732301,-0.184737378719894,-0.111698406395413,-0.0855467730025649,-0.0321045037219875,-0.0125924273595593
13,0,-0.0223369342614538,-0.0873608109549869,-0.140933016360575,-0.206195146935662,-0.168481936589579,-0.106416737093125,-0.0860800445961588,-0.036496615267597,-0.0153886402785745
14,0,-0.0140297709928526,-0.0955662975409682,-0.118779678799879,-0.191554204059644,-0.162273282740275,-0.0988519692352754,-0.0804158213629886,-0.0451810213103018,-0.0262002185216818
15,0,-0.0351947664065362,-0.104487391442437,-0.143560142767509,-0.208885038604492,-0.169783379505305,-0.109660686409482,-0.10009954204318,-0.0465128420218747,-0.0245561713700017
16,0,-0.044978090371475,-0.110872162969727,-0.145430527110115,-0.206348767349605,-0.170948749857104,-0.111440769476957,-0.10743582211275,-0.0507432184582779,-0.0279756103387098
17,0,-0.058971538268223,-0.104570818302482,-0.150324121450666,-0.189795380352179,-0.175714909510223,-0.109698455079934,-0.109471850033759,-0.0502926581785034,-0.0280732778873163
18,0,-0.0411203490000251,-0.119234119060106,-0.122365116088783,-0.182067095031544,-0.16441386366469,-0.107488543029536,-0.0973724345782794,-0.0604272112414483,-0.0448148941377857
19,0,-0.0301213148681362,-0.0999108487190568,-0.108027457700036,-0.166394232423189,-0.156846666224594,-0.100764377168953,-0.0950346320647026,-0.0537591290122645,-0.0301560195274874
20,0,-0.0156916663895529,-0.106939158025157,-0.0829247786765754,-0.153345620540393,-0.158038864610313,-0.0953595685350549,-0.077385534732701,-0.06296027040323,-0.0419635339187736
21,0,-0.028937559294028,-0.0720435405631141,-0.144790157848801,-0.190352138712743,-0.18080529032075,-0.103978807123023,-0.0806241060055378,-0.0397528001344601,-0.0174754265431489
22,0,-0.0524069945280677,-0.0786956160287579,-0.174591083303297,-0.221382918760697,-0.185038559040189,-0.115118118299114,-0.0915480594297802,-0.0326477527892773,-0.0141665579940654
