Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0422682282211293,-0.0938395780046366,-0.145209683234215,-0.143082460125339,-0.195717897751784,-0.154994402985999,-0.122760331446281,-0.0838546861463576,-0.0446479584718699
2,0,-0.0404624672929353,-0.0847887966461964,-0.129366514631101,-0.137391803388217,-0.185452755833798,-0.151223450927638,-0.125096875032512,-0.0914100193423185,-0.0317562808256839
3,0,-0.0367560975107781,-0.0988528364865978,-0.152397891225445,-0.160275303921974,-0.2049244388287,-0.149746871595111,-0.11340106641713,-0.0745228338649576,-0.0456599795621367
4,0,-0.0374096357852675,-0.0710137126230659,-0.14417903182123,-0.14264081788247,-0.203648153901991,-0.16687869485167,-0.132524100318147,-0.10810906772258,-0.0446492105053919
5,0,-0.0321781790580655,-0.0654841710535805,-0.130126942171921,-0.13273886034871,-0.189815903713225,-0.139073018062217,-0.115601521864323,-0.084871030312539,-0.0228770267216614
6,0,-0.0251436112808674,-0.0462839899169295,-0.160242921033444,-0.165589628925324,-0.225772803123576,-0.154766381004299,-0.127662564901096,-0.0955650227492926,-0.0508066167266338
7,0,-0.0265676916864732,-0.0964741481838436,-0.173155997781989,-0.180314938689581,-0.236166215846525,-0.170042170695478,-0.122306784974794,-0.109543519111637,-0.0752400429045758
8,0,-0.0167762971542632,-0.0925614684953913,-0.170654629505609,-0.179459896297904,-0.234692988869973,-0.153362552572807,-0.112426290227905,-0.103172097104103,-0.0565322493459716
9,0,-0.0209235780832143,-0.0969567890238647,-0.169335588838862,-0.186831024998139,-0.234061868592809,-0.148035161632843,-0.108734120972052,-0.085773175298083,-0.0625510502615423
10,0,-0.0235951332929744,-0.0957948287468143,-0.17547229157214,-0.176348843238119,-0.235476866526115,-0.171461347567421,-0.122014910209228,-0.10904528633507,-0.0593658746340866
11,0,-0.0398298670734146,-0.0969341673004441,-0.155925136764668,-0.155980808731643,-0.208135864590137,-0.1647768436729,-0.121987508614994,-0.0874210539074607,-0.0532857833103804
12,0,-0.0397875649558533,-0.078909960399721,-0.124695815278163,-0.128826476588892,-0.18329985468051,-0.137467488454192,-0.115420432199266,-0.0792691852275614,-0.0382082916035441
13,0,-0.0328932604925095,-0.0518002413406132,-0.126505388481687,-0.135944455365321,-0.198272805850736,-0.143659014015646,-0.132227120911487,-0.0939205814050303,-0.0445070816265851
14,0,-0.0286392113348954,-0.0386978012367251,-0.15352033403628,-0.165106972605969,-0.226040658173405,-0.164161382152345,-0.145843749590526,-0.103500187734956,-0.0536499343124734
15,0,-0.0342683051293701,-0.0974062144361197,-0.159502740667454,-0.171980858308914,-0.218510319308161,-0.157781381435136,-0.102346069168253,-0.0824990163474429,-0.0663892016758606
16,0,-0.0328034988417819,-0.105068441093713,-0.171983044461997,-0.185870806338893,-0.228300605033519,-0.149574075044062,-0.0844475110213057,-0.0726293983375761,-0.0725399044176659
17,0,-0.0336038006950341,-0.0935869452447008,-0.156221271004111,-0.160028351011502,-0.217021646924611,-0.174289564907582,-0.121788203126251,-0.102105407903908,-0.059258462467137
18,0,-0.0379591301309278,-0.0843635176552945,-0.136870423553533,-0.141738544997511,-0.196211422736304,-0.146834536728237,-0.113417538727895,-0.0818781010421189,-0.0480798630346894
19,0,-0.0395993283705595,-0.0731610922579703,-0.120435601251508,-0.123079772238317,-0.182128266683491,-0.133503126617528,-0.116363637878052,-0.0794599055349734,-0.0380591453423125
20,0,-0.0341535800216467,-0.0512554069040513,-0.133696409981979,-0.138646079001367,-0.205254336410803,-0.150852017392314,-0.136783721827676,-0.0986883293625903,-0.0494367900087216
21,0,-0.0301989133481937,-0.0303269857491144,-0.148061827356561,-0.161303801948696,-0.229859108009609,-0.173867275795057,-0.160111242564466,-0.113349632783761,-0.0550051538054658
22,0,-0.0376468706479806,-0.0974352149694057,-0.152562548533505,-0.165295812096769,-0.209264887180032,-0.147531441247846,-0.0900623736984968,-0.0646478837453541,-0.0614144120359643
23,0,-0.0327039259876779,-0.111309015008416,-0.181309486377314,-0.19266121416573,-0.23338374536966,-0.162332392765667,-0.0866236608062172,-0.0688546367653553,-0.0718501324624331
