Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0640000955076812,-0.2143656385273,-0.200313915411575,-0.26512762912777,-0.292409621005669,-0.173068966066654,-0.079230879954317,0.00533250943107699,-0.0180967406163142
2,0,-0.0667857986594869,-0.214741764937616,-0.202856527454708,-0.289045195909692,-0.300740640498865,-0.180461953808372,-0.0783422825000326,0.00676140108057566,-0.0202760487552709
3,0,-0.0634558011475554,-0.214625867619406,-0.213664011048312,-0.269947012663108,-0.292002476804644,-0.166810357840138,-0.0747741035440559,0.00290629481165472,-0.0133720530327793
4,0,-0.061052217923,-0.213621227481273,-0.192805438279731,-0.270171804941333,-0.307295863634722,-0.186552144157696,-0.0779510736563045,0.00891569153404359,-0.0210675750568733
5,0,-0.0640010322483563,-0.224391824474523,-0.219976629572695,-0.287060376254813,-0.312107939115396,-0.176470379907311,-0.078336489814206,0.00204446826130589,-0.0200776954341918
6,0,-0.0571900593865208,-0.227558310218792,-0.228016273827388,-0.283335147431801,-0.329107729932253,-0.18316196543082,-0.0790437281632445,0.00203654966331457,-0.0248895197231882
7,0,-0.0661577382722857,-0.241228524769249,-0.260910118033312,-0.316505649228694,-0.342207349870705,-0.163277667712583,-0.0688402583260629,-0.00701964591688764,-0.0289905784920275
8,0,-0.0510998083225614,-0.248873431800887,-0.306648876270139,-0.320664906654108,-0.379150919862471,-0.177450853443083,-0.0712495715455559,-0.011183048015732,-0.0269989979546814
9,0,-0.0632060165519208,-0.209569348172576,-0.207133285731024,-0.262727830395646,-0.301554097174291,-0.173800668310149,-0.0688192806872765,0.00365512827245129,-0.0123339099561255
10,0,-0.0618855845454209,-0.213989700546677,-0.227518807509677,-0.259849863002257,-0.290604627537915,-0.154054167283922,-0.0663140518991084,0.000293957602510275,-0.00792157435422647
11,0,-0.0631153434793328,-0.208118307451597,-0.194160136336131,-0.271184328339053,-0.311306417336583,-0.184761815030264,-0.0724998242192575,0.00857916368291645,-0.0262251850836742
12,0,-0.0547417904322295,-0.209435078458221,-0.185962569965691,-0.25910963047369,-0.313546078194741,-0.189180626101625,-0.0801414198770771,0.011622404800808,-0.0291123857485435
13,0,-0.042872429518602,-0.223651699099742,-0.242028312308317,-0.268145967132468,-0.344151824382627,-0.19131817462482,-0.0794547205814313,0.00154340358097005,-0.0211069534935141
14,0,-0.0311685042367277,-0.236332222616433,-0.306872027635098,-0.279687851438038,-0.378232762973761,-0.192806725756655,-0.0754245673742575,-0.00745703127884734,-0.0114237635944521
15,0,-0.0703450459566988,-0.209662793802694,-0.212576889491682,-0.269988466429842,-0.305161891634243,-0.164645305042666,-0.0628246142497736,0.00453370170673018,-0.028636580372105
16,0,-0.0805778578525861,-0.216224317058416,-0.258009751014248,-0.284669941023804,-0.293790261055643,-0.140338863885565,-0.049396532578356,-0.00341151018502672,-0.0272682424534743
