Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.236690399046309,-0.0977443964991085,-0.139226996069272,-0.17734952774743,-0.321914492853971,-0.380157588131602,-0.157386614652006,-0.232857559061318,-0.0619138875377327
2,0,-0.203319729339527,-0.114939189048441,-0.134671510773706,-0.184985788527589,-0.350449744171657,-0.388877018079324,-0.214904749170724,-0.236749693345328,-0.108366052558586
3,0,-0.208977934294578,-0.0738109549315322,-0.142011884656881,-0.153923553734252,-0.341955555573863,-0.365530654407345,-0.182199013024467,-0.216886458733643,-0.0571670784932798
4,0,-0.197690245269189,-0.129605213080425,-0.121352604936698,-0.19165171720789,-0.312105381234325,-0.368560868904621,-0.244207346187826,-0.216121110670006,-0.116082641925688
5,0,-0.185010984833589,-0.135687417703712,-0.134144582027526,-0.205781224951003,-0.321686346648692,-0.366521948408894,-0.244440580348397,-0.226969515760971,-0.131864339913456
6,0,-0.190861736515992,-0.136826731355996,-0.13897837422445,-0.216689783933879,-0.312154118139964,-0.358811206352651,-0.253106875646911,-0.216676071238354,-0.128987411857621
7,0,-0.221691385647919,-0.0779059631788128,-0.154202365651432,-0.175548263307383,-0.328041347207384,-0.348504549694844,-0.166253239463217,-0.21036158000572,-0.058916948931368
8,0,-0.206158630475817,-0.0606240952313972,-0.143844454992923,-0.148940154243484,-0.327837789763747,-0.350080310606462,-0.172744054543903,-0.213282104931617,-0.0470327514111416
9,0,-0.214025245436803,-0.114037516530432,-0.14456330555979,-0.195721690047579,-0.353116870314385,-0.375969948213454,-0.244641129102845,-0.205219473240695,-0.106386848434259
10,0,-0.204542079919639,-0.126401509415723,-0.138201844076435,-0.210982612489486,-0.32196606534684,-0.365399203155193,-0.252326333668856,-0.210947276066246,-0.121109226791487
11,0,-0.201431599728345,-0.137105526969006,-0.151750652457185,-0.235696625561363,-0.319933290842535,-0.362626862842461,-0.252645340991763,-0.221789416765024,-0.138848081486259
12,0,-0.228163641726381,-0.0736607870385219,-0.157300525783539,-0.175595218037201,-0.3322764223418,-0.351168170860514,-0.168748107567948,-0.211019902729034,-0.0559543559299475
13,0,-0.211580619420141,-0.0560350981615195,-0.146534862610174,-0.148595407998926,-0.331022393683708,-0.351869145061763,-0.175083984672875,-0.214231530071952,-0.0441006001277885
14,0,-0.216562799062296,-0.104372918272511,-0.154358592720335,-0.199377787964678,-0.378935033527429,-0.380579504798866,-0.252512284136637,-0.211907150609442,-0.115500601407513
15,0,-0.222129036307672,-0.116641526366708,-0.157609222564448,-0.21750445605719,-0.359285400978076,-0.379823947582465,-0.244118764131373,-0.210980328078171,-0.115304447803425
16,0,-0.213942275821418,-0.127928984420432,-0.150772721888758,-0.231656496700335,-0.32899882026294,-0.368842964060218,-0.251236890128742,-0.215814779733825,-0.130684851062827
17,0,-0.193483131320326,-0.0926406697858302,-0.186807757894419,-0.228858118674838,-0.344326060979323,-0.343380077552881,-0.278613987730015,-0.182187497661356,-0.0958383017593664
18,0,-0.232985074951006,-0.0695590345097672,-0.159613552992851,-0.175744092571264,-0.335216695040651,-0.352963045105501,-0.17019649822756,-0.210939995343251,-0.0526653817864767
19,0,-0.215242128472776,-0.0516163294937969,-0.148432484732352,-0.148355745471703,-0.332856576281732,-0.352716180909114,-0.176319390031452,-0.214362967236048,-0.0408412250434366
20,0,-0.216768291825263,-0.0986127071386246,-0.153047976669746,-0.197603518523732,-0.37665249530174,-0.382548561908174,-0.253840516347744,-0.21152367028679,-0.109345678566308
21,0,-0.224356369622101,-0.110143844853,-0.167540577882403,-0.223980606489561,-0.384676659081234,-0.383970605543387,-0.252946608827038,-0.218942247466042,-0.125481551475591
22,0,-0.215528245681887,-0.0933065699362243,-0.18094489513818,-0.224081922867025,-0.365216240986744,-0.363876015472051,-0.265451097946982,-0.185199683032841,-0.0883641609461424
23,0,-0.215286900596579,-0.123570671543968,-0.168018911796523,-0.248649019337041,-0.32976819913115,-0.368297171298943,-0.246681649928036,-0.208042500818969,-0.119871182426527
24,0,-0.159854638826698,-0.0779450632562282,-0.138619805015284,-0.198530594697966,-0.311053664913428,-0.345528590549429,-0.176448328101946,-0.183085425758718,-0.0385961730703469
25,0,-0.165073466430829,-0.0581541787417796,-0.128395709485237,-0.15608673079617,-0.328597545220491,-0.355225463112991,-0.216750241952755,-0.203689127340805,-0.0546879022515229
26,0,-0.190409153791702,-0.0938468638196076,-0.149684835239783,-0.209807949410158,-0.349384603112944,-0.3709413815173,-0.215998791686204,-0.19247137060853,-0.0715239452891057
27,0,-0.222995625761133,-0.104923775365797,-0.165382392167378,-0.222471983567922,-0.381629759422656,-0.385225799016007,-0.252801319175357,-0.217671859144421,-0.118605047600649
28,0,-0.228467809380573,-0.115113507187238,-0.167116252803202,-0.23827622305079,-0.361569661062026,-0.384506294648316,-0.240879315585381,-0.212561661069066,-0.11664601744868
29,0,-0.222219680443386,-0.12631160078947,-0.160280572378845,-0.252831421656876,-0.33287000200075,-0.373101705549337,-0.247485548818391,-0.21568653525495,-0.13250534868203
30,0,-0.200500974866264,-0.0852100890723207,-0.199412198966541,-0.24795320910287,-0.354448065779463,-0.349827942352716,-0.281124747817803,-0.185881719010454,-0.0958044788672462
31,0,-0.173800695436802,-0.0702648537583446,-0.143749887268032,-0.190396664793739,-0.317011161528603,-0.34638741291801,-0.173875836837938,-0.190973741754144,-0.0337653544089825
32,0,-0.24346702612074,-0.0812199832007582,-0.169644790942654,-0.202044016472919,-0.347656187342241,-0.359686920584595,-0.179119482653417,-0.208182249305671,-0.0619116657658541
33,0,-0.219543173087874,-0.0998803734947372,-0.162542199651052,-0.22112457800908,-0.377218410849873,-0.38541158521136,-0.251405586841959,-0.215462084621348,-0.110942581063093
34,0,-0.229141095475367,-0.111395916074013,-0.176823471913101,-0.246842490764399,-0.386039828807056,-0.386961629929952,-0.24890243694316,-0.221588386557416,-0.12706397032326
35,0,-0.217706680723906,-0.0882671152676558,-0.19166240538546,-0.243919079358712,-0.371342643175234,-0.368934240257995,-0.264184013298241,-0.187346996803216,-0.0869815788668505
36,0,-0.194212380421153,-0.0617781114430666,-0.210528266162673,-0.238710071813096,-0.364233049444363,-0.352692650990976,-0.285547541440588,-0.162476514526963,-0.0532409402015042
37,0,-0.247144671539999,-0.0760040734091217,-0.171940278265458,-0.200531519976458,-0.340957252068494,-0.354430189108443,-0.163566792030942,-0.207681977362289,-0.0479629201663035
38,0,-0.208380185007562,-0.066702889753275,-0.119816994444293,-0.165163247336654,-0.283881691101588,-0.360729236054635,-0.153669390017283,-0.208296333228074,-0.0469285584739985
39,0,-0.213956615567652,-0.0950741040148124,-0.159076461418654,-0.219878829901112,-0.371519660464958,-0.384484365688597,-0.248763328646005,-0.212285322284371,-0.102476763713713
40,0,-0.224188623205545,-0.106980736482148,-0.173195118352045,-0.245614741077245,-0.380877209596243,-0.386376273292862,-0.246039467630676,-0.218410997548144,-0.118553358980945
41,0,-0.212319105057728,-0.0861601159813068,-0.189342052772188,-0.245874213545678,-0.369264358857905,-0.371663041893327,-0.264527444934205,-0.185374795136389,-0.0783237421537426
42,0,-0.188986364456373,-0.0617594683620423,-0.209500406485549,-0.243533914706347,-0.364791723747811,-0.358289988149217,-0.289339773750544,-0.161937694330311,-0.0445996727024062
43,0,-0.188138804897921,-0.0230570840543253,-0.0971253970118962,-0.110641402881672,-0.268023274422378,-0.363140071186658,-0.148983289574333,-0.193106251131934,-0.0136723119588128
44,0,-0.161624890696605,-0.036330714426816,-0.0832139588976377,-0.10729027311857,-0.286979848259147,-0.378715744471748,-0.211651977428993,-0.19996045551361,-0.0414320195405666
45,0,-0.158458727939854,-0.00952171888921827,-0.115666228667024,-0.10996049818046,-0.281517737894855,-0.341081424202985,-0.144271542280608,-0.190995834778958,-0.00346169094211934
46,0,-0.152671978308113,-0.0527060306107813,-0.0691535357774528,-0.123394837159158,-0.264353757219339,-0.376248899704498,-0.212801964307342,-0.185714626234898,-0.049911009823403
47,0,-0.15814782010344,-0.0589473160867472,-0.0820283469695424,-0.134872897897286,-0.280931421834261,-0.381696579380366,-0.220769892385733,-0.207884524977786,-0.0703243382891737
48,0,-0.16526097555964,-0.0679731415133481,-0.082531769192986,-0.150472208696709,-0.274643560674434,-0.3813840738629,-0.211500095346465,-0.19592179247294,-0.0658634930084214
49,0,-0.203731850138156,-0.0773685692178518,-0.135221002716198,-0.189449454138945,-0.327936812427866,-0.373113328070928,-0.21013532226018,-0.201570803260136,-0.0671920133346887
50,0,-0.206262228840412,-0.0905602931485369,-0.155053229071642,-0.218662203247759,-0.364636727253279,-0.382408638325257,-0.244893679943781,-0.208123005835148,-0.0931965359931156
51,0,-0.217185174860747,-0.102838820770832,-0.168986996790229,-0.244384422117521,-0.374478205406442,-0.384629193953107,-0.241972239107441,-0.214256473348582,-0.10920807215456
