Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.0014738456168355,-0.0882934085890189,-0.0853093161205982,-0.156538621612617,-0.155259997657773,-0.117913928351662,-0.0934150014480937,-0.0506494670852201,-0.0304182211343759
2,0,-0.00848666133649667,-0.0927769709931301,-0.0820130688603922,-0.142013294322737,-0.138013642296681,-0.102124917664201,-0.0790915855692388,-0.033217944100027,-0.0180921409299069
3,0,-0.0036974010829226,-0.0927438869784888,-0.0833681541911085,-0.154345960739361,-0.148747759466342,-0.10857827258126,-0.0889001431768036,-0.0446755840611478,-0.0281368029736796
4,0,-0.00772977796543006,-0.0862389209728912,-0.0832910015063882,-0.129978014669096,-0.131921080025003,-0.106410138944334,-0.0713596448231598,-0.029965771743232,-0.0125466797900723
5,0,-0.00944294410554114,-0.0877944507067755,-0.085145073862662,-0.132847791713294,-0.133762533714121,-0.106556330393676,-0.0724779521086443,-0.0288074137531473,-0.012946697925724
6,0,-0.00600136456545841,-0.0964363002360193,-0.0980343769063434,-0.136602642520117,-0.151796717745164,-0.13941698779977,-0.0828699884081971,-0.0310409595404475,-0.0140260373349279
7,0,-0.0126165041141073,-0.106248418763331,-0.0905563123366584,-0.143409664324828,-0.158709757642188,-0.133872859733854,-0.0873254399753092,-0.0285066889543313,-0.0212427766030474
8,0,-0.0076846919086514,-0.110170941754186,-0.106567058489315,-0.14405532159984,-0.176040014709683,-0.173000360278832,-0.097399107192374,-0.0318557906006773,-0.0188120453230372
9,0,-0.000561363593105657,-0.0858313374329239,-0.0858119776504292,-0.154737027237489,-0.150876813041012,-0.113741517683775,-0.0889403783417884,-0.0494945705362261,-0.0296670353579995
10,0,-0.00313703832394685,-0.0904188548775299,-0.0841475368823722,-0.151555687080138,-0.143501680046872,-0.104088297907288,-0.0842791271919103,-0.043683930658262,-0.027390258985231
